Training tokens: 100,000,000
Total steps: 12,207
Train token file: /root/autodl-tmp/data/openwebtext/openwebtext_train_tokens.npy
Valid token file: /root/autodl-tmp/data/openwebtext/openwebtext_valid_tokens.npy
Metrics JSON file: /root/autodl-tmp/data/openwebtext/metrics/dense_baseline_metrics.json
step=3900/12207 loss=4.8360, val_loss=4.8470 lr=2.623e-04 tok/s=10480.3 max_mem=9.34GB
step=3920/12207 loss=4.9798, val_loss=4.8241 lr=2.618e-04 tok/s=10694.1 max_mem=9.34GB
step=3940/12207 loss=4.7392, val_loss=4.8302 lr=2.612e-04 tok/s=10473.8 max_mem=9.34GB
step=3960/12207 loss=4.6482, val_loss=4.8480 lr=2.607e-04 tok/s=10680.7 max_mem=9.34GB
step=3980/12207 loss=4.7365, val_loss=4.8245 lr=2.601e-04 tok/s=10554.7 max_mem=9.34GB
step=4000/12207 loss=4.8393, val_loss=4.8416 lr=2.596e-04 tok/s=10563.9 max_mem=9.34GB
Saved checkpoint to /root/autodl-tmp/data/openwebtext/checkpoints/dense_baseline/checkpoint_step_4000.pt
step=4020/12207 loss=4.8208, val_loss=4.8084 lr=2.590e-04 tok/s=10650.0 max_mem=9.85GB
step=4040/12207 loss=4.7115, val_loss=4.8100 lr=2.585e-04 tok/s=10665.1 max_mem=9.34GB
step=4060/12207 loss=4.8969, val_loss=4.8261 lr=2.579e-04 tok/s=10528.7 max_mem=9.34GB
step=4080/12207 loss=4.7262, val_loss=4.8104 lr=2.573e-04 tok/s=10660.4 max_mem=9.34GB
step=4100/12207 loss=4.8315, val_loss=4.8593 lr=2.568e-04 tok/s=10649.6 max_mem=9.34GB
step=4120/12207 loss=4.8455, val_loss=4.8184 lr=2.562e-04 tok/s=10362.0 max_mem=9.34GB
step=4140/12207 loss=4.7018, val_loss=4.7935 lr=2.556e-04 tok/s=10594.0 max_mem=9.34GB
step=4160/12207 loss=4.7882, val_loss=4.7598 lr=2.551e-04 tok/s=10584.3 max_mem=9.34GB
step=4180/12207 loss=4.9018, val_loss=4.8325 lr=2.545e-04 tok/s=10556.8 max_mem=9.34GB
step=4200/12207 loss=4.7134, val_loss=4.7923 lr=2.539e-04 tok/s=10612.7 max_mem=9.34GB
